,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,Región en la que vives actualmente,Grado de instrucción,Edad,Género,Situación laboral,"En tu trabajo actual, ¿tu función principal es desarrollo web?",¿Cuál es tu ingreso mensual BRUTO (antes de descuentos) en soles?,¿Qué sistema operativo usas principalmente para desarrollo web?,Other,ASP.NET,Java,node.js / io.js,PHP,Python,Ruby,Play Framework (Java),Laravel (PHP),Symfony2 (PHP),Zend Framework (PHP),Bottle (Python),Django (Python),Flask (Python),webpy (Python),Cuba (Ruby),Ruby on Rails,Sinatra (Ruby),AJAX,CSS,Flash/ActionScript,HTML,JavaScript,AngularJS,backbone.js,backbone.js + chaplin.js,backbone.marionette.js,backbone.js + Thorax,D3.js,dojo,ember.js,jQuery,jQuery UI,React,Zepto.js,Other,En la universidad o instituto,Cursos de educación continua (fuera de los planes de estudio superiores),"Libros, revistas y otras publicaciones impresas",Documentación en la web,Seminarios web,"Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)","Cursos en línea, en plataformas de pago",En grupos de amigos o compañeros de trabajo,Comunidades locales de desarrolladores,Other,¿Haces desarrollos para plataformas móviles? ¿Para cuáles?,Start Date (UTC),Submit Date (UTC),Network ID
c805079e0d1f481a348dd3c8ef77b752,Lambayeque,Graduado de universidad,17 - 23 años,Masculino,Trabajo como independiente,1,Menos de 1500 nuevos soles,Windows,,Menos de 1 año,1 a 3 años,Menos de 1 año,1 a 3 años,Menos de 1 año,No conozco,,Laravel (PHP),,,,Django (Python),,,,,,1 a 3 años,1 a 3 años,No conozco,1 a 3 años,1 a 3 años,AngularJS,,,,,,dojo,,jQuery,,,,,,,"Libros, revistas y otras publicaciones impresas",Documentación en la web,Seminarios web,"Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)",,,,,Android,2015-03-31 05:52:17,2015-03-31 05:56:25,6eb76835f3
c137f3fbd2cf4ebbf37f9038514101a1,Lima,Estudiante en universidad,24 - 30 años,Masculino,Trabajo como dependiente e independiente,1,De 3501 a 4500,Mac,,No conozco,1 a 3 años,Menos de 1 año,4 a 6 años,4 a 6 años,1 a 3 años,Play Framework (Java),,Symfony2 (PHP),,Bottle (Python),Django (Python),Flask (Python),,,Ruby on Rails,Sinatra (Ruby),4 a 6 años,4 a 6 años,No conozco,Más de 6 años,4 a 6 años,AngularJS,,,,,,,,jQuery,,,,,,Cursos de educación continua (fuera de los planes de estudio superiores),,Documentación en la web,,"Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)","Cursos en línea, en plataformas de pago",,,,Android,2015-03-31 06:38:04,2015-03-31 06:40:05,6d6c782fef
ce1b21eb23c638566ee8c6cb1e1d3369,Lima,Estudiante en universidad,17 - 23 años,Masculino,Trabajo como independiente,1,De 2501 a 3500,Mac,,No conozco,1 a 3 años,Menos de 1 año,4 a 6 años,1 a 3 años,No conozco,Play Framework (Java),Laravel (PHP),Symfony2 (PHP),Zend Framework (PHP),,Django (Python),,,,,,4 a 6 años,4 a 6 años,1 a 3 años,4 a 6 años,4 a 6 años,,backbone.js,,,,,,,jQuery,jQuery UI,React,Zepto.js,,,,,Documentación en la web,,,,,Comunidades locales de desarrolladores,,Android,2015-03-31 12:06:25,2015-03-31 12:10:08,8bd38d95c3
e7023e23e85cefaeb59e44b4b6493c35,Lima,Graduado de universidad,31 - 40 años,Masculino,Trabajo como dependiente e independiente,1,De 4501 a 5500,Linux,,Menos de 1 año,Menos de 1 año,Menos de 1 año,4 a 6 años,1 a 3 años,1 a 3 años,,Laravel (PHP),Symfony2 (PHP),Zend Framework (PHP),,Django (Python),,,,Ruby on Rails,,4 a 6 años,4 a 6 años,Menos de 1 año,Más de 6 años,Más de 6 años,AngularJS,,,,,D3.js,dojo,,,,,,,,,"Libros, revistas y otras publicaciones impresas",Documentación en la web,Seminarios web,,"Cursos en línea, en plataformas de pago",,,,Android,2015-03-31 12:37:07,2015-03-31 12:40:31,be1b179fae
4f8250f774b0c7c8a98308f8175d5976,Cusco,Graduado de universidad,24 - 30 años,Masculino,Trabajo como independiente,1,Menos de 1500 nuevos soles,Mac,,Menos de 1 año,1 a 3 años,1 a 3 años,4 a 6 años,1 a 3 años,No conozco,,Laravel (PHP),,,Bottle (Python),Django (Python),,,,Ruby on Rails,,1 a 3 años,4 a 6 años,1 a 3 años,4 a 6 años,4 a 6 años,AngularJS,,,,,,,,jQuery,jQuery UI,,,,En la universidad o instituto,,,Documentación en la web,,"Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)","Cursos en línea, en plataformas de pago",,Comunidades locales de desarrolladores,,Android,2015-03-31 12:54:29,2015-03-31 12:59:50,2c9b1a06c8
db74ad7d8299e4a7c9c1a88af02cfbcf,La Libertad,Graduado de universidad,24 - 30 años,Femenino,Trabajo como dependiente e independiente,1,Menos de 1500 nuevos soles,Windows,,No conozco,4 a 6 años,No conozco,4 a 6 años,1 a 3 años,Menos de 1 año,,Laravel (PHP),,,,Django (Python),,,,Ruby on Rails,,1 a 3 años,4 a 6 años,No conozco,4 a 6 años,4 a 6 años,,,,,,,,,jQuery,jQuery UI,,,,,,,Documentación en la web,,"Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)","Cursos en línea, en plataformas de pago",,,,,2015-03-31 13:56:45,2015-03-31 14:00:25,5849c8db82
4ee84bc543854e1c439a6e6b3b9a5a43,Callao,Escolar,31 - 40 años,Masculino,Trabajo como dependiente,1,De 3501 a 4500,Mac,,No conozco,No conozco,4 a 6 años,1 a 3 años,1 a 3 años,Menos de 1 año,,Laravel (PHP),Symfony2 (PHP),,,Django (Python),,,,,,4 a 6 años,Más de 6 años,4 a 6 años,Más de 6 años,4 a 6 años,AngularJS,backbone.js,backbone.js + chaplin.js,backbone.marionette.js,backbone.js + Thorax,D3.js,,ember.js,jQuery,jQuery UI,React,Zepto.js,,,,,Documentación en la web,,,,En grupos de amigos o compañeros de trabajo,,,Webapps móviles (en general),2015-03-31 15:36:34,2015-03-31 15:45:13,1e9607c96a
4dce0d73be8e35a756963b49b625d08e,Arequipa,Estudiante en universidad,24 - 30 años,Masculino,Trabajo como independiente,1,De 1501 a 2500,Linux,,No conozco,1 a 3 años,No conozco,1 a 3 años,1 a 3 años,No conozco,,,,,,Django (Python),,,,,,1 a 3 años,1 a 3 años,No conozco,1 a 3 años,1 a 3 años,,,,,,,,,jQuery,,,,,,,,Documentación en la web,,,,,,,Android,2015-03-31 15:53:34,2015-03-31 15:56:19,5a75dcaa41
a9af2c9934975ea68b16ff24a1bd9d4e,Lima,Graduado de instituto,17 - 23 años,Masculino,Trabajo como dependiente e independiente,1,De 1501 a 2500,Linux,,Menos de 1 año,Menos de 1 año,Menos de 1 año,1 a 3 años,Menos de 1 año,No conozco,,Laravel (PHP),,,,,,,,,,1 a 3 años,1 a 3 años,Menos de 1 año,1 a 3 años,1 a 3 años,AngularJS,backbone.js,,,,,,ember.js,jQuery,jQuery UI,,,,,,,Documentación en la web,Seminarios web,,,En grupos de amigos o compañeros de trabajo,Comunidades locales de desarrolladores,,Android,2015-03-31 15:53:14,2015-03-31 16:13:08,1ee78130d7
9b7ce73cb43ac50fb7ca585238d36617,Tacna,Graduado de universidad,24 - 30 años,Masculino,Trabajo como dependiente e independiente,1,Menos de 1500 nuevos soles,Linux,,Menos de 1 año,Menos de 1 año,1 a 3 años,4 a 6 años,1 a 3 años,No conozco,,Laravel (PHP),,,,Django (Python),Flask (Python),webpy (Python),,,,4 a 6 años,1 a 3 años,No conozco,4 a 6 años,1 a 3 años,AngularJS,,,,,,,,jQuery,jQuery UI,React,,,,,"Libros, revistas y otras publicaciones impresas",Documentación en la web,,"Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)",,En grupos de amigos o compañeros de trabajo,,,Webapps móviles (en general),2015-03-31 16:03:02,2015-03-31 16:58:03,b5ef269e94
5395e12a7fdde8d499c3be6e8a65c664,Lima,Graduado de instituto,17 - 23 años,Masculino,Trabajo como dependiente e independiente,1,De 2501 a 3500,Linux,,1 a 3 años,1 a 3 años,No conozco,Menos de 1 año,4 a 6 años,No conozco,,Laravel (PHP),,,,Django (Python),,webpy (Python),,,,4 a 6 años,1 a 3 años,No conozco,4 a 6 años,1 a 3 años,AngularJS,backbone.js,,,,,,,jQuery,jQuery UI,,,,En la universidad o instituto,Cursos de educación continua (fuera de los planes de estudio superiores),"Libros, revistas y otras publicaciones impresas",Documentación en la web,,,"Cursos en línea, en plataformas de pago",En grupos de amigos o compañeros de trabajo,Comunidades locales de desarrolladores,,Webapps móviles (en general),2015-03-31 18:06:48,2015-03-31 18:09:42,edfae01449
382017b321ee42b654a9497069ae9908,Lima,Estudiante en universidad,17 - 23 años,Femenino,Trabajo como dependiente,1,Menos de 1500 nuevos soles,Windows,,Menos de 1 año,1 a 3 años,No conozco,No conozco,Menos de 1 año,Menos de 1 año,,Laravel (PHP),,,,,,,,Ruby on Rails,,No conozco,1 a 3 años,1 a 3 años,4 a 6 años,1 a 3 años,,,,,,,,,jQuery,,,,,En la universidad o instituto,Cursos de educación continua (fuera de los planes de estudio superiores),"Libros, revistas y otras publicaciones impresas",Documentación en la web,Seminarios web,"Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)","Cursos en línea, en plataformas de pago",En grupos de amigos o compañeros de trabajo,,,Android,2015-03-31 21:51:23,2015-03-31 21:54:17,6c418fd1a8
4a18bdea9e85cc1c1c4d1ce8f6b1ad75,Lima,Graduado de universidad,24 - 30 años,Masculino,Trabajo como dependiente e independiente,0,De 2501 a 3500,Mac,,4 a 6 años,Menos de 1 año,Menos de 1 año,4 a 6 años,1 a 3 años,Menos de 1 año,,Laravel (PHP),,Zend Framework (PHP),,Django (Python),,,,Ruby on Rails,,4 a 6 años,4 a 6 años,1 a 3 años,Más de 6 años,Más de 6 años,AngularJS,backbone.js,,,,,,,jQuery,jQuery UI,,Zepto.js,,,,"Libros, revistas y otras publicaciones impresas",Documentación en la web,Seminarios web,"Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)","Cursos en línea, en plataformas de pago",En grupos de amigos o compañeros de trabajo,Comunidades locales de desarrolladores,,Android,2015-03-31 22:14:07,2015-03-31 22:16:15,e7e87a145c
544bf125ab66450f9979d1d07e54c5d3,Lima,Estudiante en universidad,24 - 30 años,Masculino,Trabajo como independiente,1,De 1501 a 2500,Mac,,Menos de 1 año,4 a 6 años,1 a 3 años,Más de 6 años,No conozco,4 a 6 años,,,,,,,,,Cuba (Ruby),Ruby on Rails,Sinatra (Ruby),4 a 6 años,4 a 6 años,1 a 3 años,4 a 6 años,4 a 6 años,,backbone.js,,,,,,,jQuery,jQuery UI,React,Zepto.js,,,,,Documentación en la web,,,,,,,Android,2015-04-01 01:43:06,2015-04-01 01:45:45,9de574cfdc
ed3f73021eee9a647d24f4df62afbbae,Lima,Estudiante en universidad,24 - 30 años,Masculino,Trabajo como dependiente,1,De 4501 a 5500,Windows,,No conozco,Menos de 1 año,Menos de 1 año,1 a 3 años,No conozco,No conozco,,Laravel (PHP),,,,,,,,,,1 a 3 años,1 a 3 años,1 a 3 años,1 a 3 años,1 a 3 años,,backbone.js,,,,D3.js,,,jQuery,jQuery UI,,,kineticjs,,,,Documentación en la web,,,,En grupos de amigos o compañeros de trabajo,,,Android,2015-04-01 02:07:53,2015-04-01 02:11:41,4d6eecc11f
7f50248dfa2db15905976406deb19d34,Lima,Graduado de universidad,24 - 30 años,Masculino,Trabajo como dependiente e independiente,1,De 3501 a 4500,Linux,,Menos de 1 año,Menos de 1 año,Menos de 1 año,4 a 6 años,Menos de 1 año,No conozco,,Laravel (PHP),Symfony2 (PHP),,,Django (Python),,,,,,1 a 3 años,Menos de 1 año,No conozco,4 a 6 años,1 a 3 años,AngularJS,backbone.js,,,,,,,jQuery,jQuery UI,,,,En la universidad o instituto,,"Libros, revistas y otras publicaciones impresas",Documentación en la web,,"Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)",,En grupos de amigos o compañeros de trabajo,Comunidades locales de desarrolladores,,Webapps móviles (en general),2015-04-01 02:50:54,2015-04-01 02:56:23,ddd6b78766
e0fe0377b6a5e8714d3f3d3229d08d5f,Lima,Graduado de universidad,24 - 30 años,Masculino,Trabajo como dependiente e independiente,1,De 2501 a 3500,Windows,,1 a 3 años,Menos de 1 año,1 a 3 años,Menos de 1 año,Menos de 1 año,No conozco,,,,,,Django (Python),,,,,,4 a 6 años,4 a 6 años,4 a 6 años,4 a 6 años,4 a 6 años,AngularJS,,,,,,,,jQuery,jQuery UI,,,,En la universidad o instituto,,,Documentación en la web,Seminarios web,,,,,,Android,2015-04-01 13:57:08,2015-04-01 14:01:22,36ac908572
ff88b519588e25b99a2af75f5aa66208,Lima,Graduado de instituto,17 - 23 años,Masculino,Trabajo como dependiente e independiente,1,De 4501 a 5500,Windows,,1 a 3 años,4 a 6 años,Menos de 1 año,1 a 3 años,No conozco,No conozco,Play Framework (Java),,,Zend Framework (PHP),,,,,,,,1 a 3 años,1 a 3 años,Menos de 1 año,4 a 6 años,4 a 6 años,AngularJS,,,,,,dojo,,jQuery,jQuery UI,,,,,,,Documentación en la web,,,,En grupos de amigos o compañeros de trabajo,,,Android,2015-04-01 14:21:28,2015-04-01 14:25:18,2998c885a8
a9ed2e59ed60a6072b9ff3dd2e8e0f1d,Lima,Graduado de universidad,24 - 30 años,Masculino,Trabajo como dependiente e independiente,1,De 2501 a 3500,Mac,,Menos de 1 año,4 a 6 años,1 a 3 años,1 a 3 años,4 a 6 años,1 a 3 años,Play Framework (Java),,,,,Django (Python),Flask (Python),,,Ruby on Rails,Sinatra (Ruby),4 a 6 años,4 a 6 años,No conozco,4 a 6 años,1 a 3 años,AngularJS,,,,,,,,jQuery,jQuery UI,,,,,,,Documentación en la web,,,,,,,Android,2015-04-01 14:40:12,2015-04-01 14:43:33,018aca62e7
f30597a9f5ecb2e222dd499fb9756ded,Lima,Estudiante en universidad,17 - 23 años,Femenino,No trabajo actualmente,1,Menos de 1500 nuevos soles,Windows,,Menos de 1 año,No conozco,No conozco,Menos de 1 año,No conozco,No conozco,,,,Zend Framework (PHP),,,,,,,,Menos de 1 año,Menos de 1 año,No conozco,Menos de 1 año,Menos de 1 año,,,,,,,,,jQuery,,,,,En la universidad o instituto,,,Documentación en la web,,,,,,,Android,2015-04-01 15:47:56,2015-04-01 15:50:40,b49d1d41d0
7b984e149048ab00c374c4a785066dbc,Lima,Estudiante en universidad,17 - 23 años,Masculino,Trabajo como dependiente e independiente,0,Menos de 1500 nuevos soles,Linux,,1 a 3 años,4 a 6 años,No conozco,1 a 3 años,No conozco,No conozco,,Laravel (PHP),,Zend Framework (PHP),,,,,,,,1 a 3 años,1 a 3 años,1 a 3 años,1 a 3 años,1 a 3 años,AngularJS,,,,,,,,,,,,,En la universidad o instituto,Cursos de educación continua (fuera de los planes de estudio superiores),"Libros, revistas y otras publicaciones impresas",Documentación en la web,,,"Cursos en línea, en plataformas de pago",,Comunidades locales de desarrolladores,,Android,2015-04-01 19:35:22,2015-04-01 19:40:03,2d8b7e0d42
6a76a4dda8d23d1d54902f26721590ba,Lima,Graduado de universidad,31 - 40 años,Masculino,Trabajo como dependiente e independiente,1,De 5501 a más,Mac,,No conozco,No conozco,No conozco,No conozco,No conozco,Más de 6 años,,,,,,,,,Cuba (Ruby),Ruby on Rails,Sinatra (Ruby),Más de 6 años,Más de 6 años,No conozco,Más de 6 años,Más de 6 años,,,,,,D3.js,,ember.js,jQuery,jQuery UI,,Zepto.js,,,,,Documentación en la web,,,,En grupos de amigos o compañeros de trabajo,Comunidades locales de desarrolladores,,iOS,2015-04-01 21:24:49,2015-04-01 21:27:25,cad0bcf7b0
3e0243dce8655a13a67c11f0fa3aea84,Lima,Graduado de universidad,24 - 30 años,Masculino,Trabajo como independiente,1,De 4501 a 5500,Windows,,Menos de 1 año,1 a 3 años,No conozco,4 a 6 años,Menos de 1 año,No conozco,Play Framework (Java),,,Zend Framework (PHP),,,,,,,,Menos de 1 año,Más de 6 años,Más de 6 años,Más de 6 años,4 a 6 años,,,,,,,,,jQuery,,,,,,,,Documentación en la web,,,,,,,Webapps móviles (en general),2015-04-02 21:09:02,2015-04-02 21:22:43,c45632d9f0
69f1a37b6b779de9ebea27e3df25b854,Moquegua,Graduado de universidad,24 - 30 años,Masculino,Trabajo como independiente,1,De 2501 a 3500,Windows,,No conozco,No conozco,Menos de 1 año,Más de 6 años,Menos de 1 año,Menos de 1 año,,Laravel (PHP),,,Bottle (Python),Django (Python),,,,Ruby on Rails,,Más de 6 años,Más de 6 años,1 a 3 años,Más de 6 años,Más de 6 años,AngularJS,,,,,,dojo,,jQuery,,,,,,,"Libros, revistas y otras publicaciones impresas",Documentación en la web,,,"Cursos en línea, en plataformas de pago",,,,,2015-04-03 16:34:13,2015-04-03 16:37:59,5ea6a38369
a37819658ff4b62406a4ccc328e812af,Lima,Estudiante en universidad,24 - 30 años,Masculino,Trabajo como dependiente,1,De 1501 a 2500,Linux,,No conozco,Menos de 1 año,Menos de 1 año,Menos de 1 año,Menos de 1 año,Menos de 1 año,,Laravel (PHP),,Zend Framework (PHP),,Django (Python),,,,,,Menos de 1 año,Menos de 1 año,No conozco,Menos de 1 año,Menos de 1 año,AngularJS,backbone.js,,,,,,,jQuery,,,,,,,,,Seminarios web,"Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)",,,,,Android,2015-04-03 17:27:43,2015-04-03 17:30:28,5ce2624311
1f571aef15145743221963141d78f96e,Arequipa,Graduado de universidad,31 - 40 años,Masculino,Trabajo como dependiente,0,De 2501 a 3500,Windows,,1 a 3 años,1 a 3 años,No conozco,1 a 3 años,Menos de 1 año,No conozco,,,,,,Django (Python),,,,,,Menos de 1 año,Menos de 1 año,No conozco,1 a 3 años,1 a 3 años,,,,,,,,,jQuery,,,,,,,"Libros, revistas y otras publicaciones impresas",Documentación en la web,,,"Cursos en línea, en plataformas de pago",,,,Webapps móviles (en general),2015-04-03 19:48:43,2015-04-03 19:52:08,2e6c2a4a4c
8193292fc132ab9c1d2d418064031f71,Lima,Graduado de universidad,24 - 30 años,Masculino,Trabajo como dependiente,1,De 1501 a 2500,Mac,,No conozco,Menos de 1 año,Menos de 1 año,Menos de 1 año,1 a 3 años,No conozco,Play Framework (Java),Laravel (PHP),,,,Django (Python),Flask (Python),,,,,1 a 3 años,1 a 3 años,No conozco,1 a 3 años,1 a 3 años,AngularJS,backbone.js,,,,D3.js,,,jQuery,jQuery UI,React,,,,,"Libros, revistas y otras publicaciones impresas",Documentación en la web,,,,,,,Android,2015-04-04 03:49:31,2015-04-04 03:53:08,03cb3c8143
24f606cfc4a2da39d760c7f7cb7cd7cd,Callao,Estudiante en instituto,17 - 23 años,Masculino,Trabajo como dependiente,0,Menos de 1500 nuevos soles,Windows,,1 a 3 años,1 a 3 años,Menos de 1 año,Menos de 1 año,Menos de 1 año,No conozco,,,Symfony2 (PHP),,,,,,,,,Menos de 1 año,1 a 3 años,Menos de 1 año,Menos de 1 año,Menos de 1 año,AngularJS,,,,,,,,,,,,,En la universidad o instituto,,"Libros, revistas y otras publicaciones impresas",Documentación en la web,Seminarios web,,,En grupos de amigos o compañeros de trabajo,Comunidades locales de desarrolladores,,Android,2015-04-04 05:02:14,2015-04-04 05:03:34,67591657eb
919ffaf4423b607450953f6529d9f3a7,Lima,Graduado de universidad,31 - 40 años,Masculino,Trabajo como independiente,1,Menos de 1500 nuevos soles,Linux,,No conozco,Menos de 1 año,No conozco,Más de 6 años,No conozco,No conozco,,,,,,,,,,,,Más de 6 años,Más de 6 años,No conozco,Más de 6 años,Más de 6 años,,,,,,,,,jQuery,jQuery UI,,,,,Cursos de educación continua (fuera de los planes de estudio superiores),"Libros, revistas y otras publicaciones impresas",Documentación en la web,,,,,,,Android,2015-04-04 05:26:22,2015-04-04 05:36:48,b510275946
547b9859e759c02874111d935e85fa5c,Lima,Graduado de universidad,31 - 40 años,Masculino,Trabajo como dependiente,1,De 4501 a 5500,Windows,,Más de 6 años,1 a 3 años,No conozco,Menos de 1 año,Menos de 1 año,Menos de 1 año,,,,,,,,,,Ruby on Rails,,Más de 6 años,Más de 6 años,No conozco,Más de 6 años,Más de 6 años,AngularJS,,,,,,dojo,,jQuery,jQuery UI,,,,,,"Libros, revistas y otras publicaciones impresas",Documentación en la web,,,,,,,Windows phone,2015-04-04 13:56:07,2015-04-04 14:02:49,3bcce865d7
92713405fb305dc2cb8707a88fcae918,Lima,Graduado de universidad,31 - 40 años,Masculino,Trabajo como independiente,1,De 2501 a 3500,Linux,,Menos de 1 año,4 a 6 años,1 a 3 años,Más de 6 años,Menos de 1 año,No conozco,,Laravel (PHP),Symfony2 (PHP),Zend Framework (PHP),,,,,,,,Más de 6 años,Más de 6 años,No conozco,Más de 6 años,Más de 6 años,AngularJS,backbone.js,,,,,dojo,,jQuery,jQuery UI,,,,,,,Documentación en la web,,,,,,,Android,2015-04-04 14:06:08,2015-04-04 14:08:50,a59f67a29b
f909224b327ff237fd8319dcb7154902,Lima,Graduado de universidad,31 - 40 años,Masculino,Trabajo como dependiente,1,De 4501 a 5500,Mac,,No conozco,No conozco,Menos de 1 año,No conozco,Más de 6 años,No conozco,,,,,Bottle (Python),Django (Python),Flask (Python),webpy (Python),,,,Más de 6 años,Más de 6 años,No conozco,Más de 6 años,Más de 6 años,,,,,,,,,jQuery,jQuery UI,React,,,,,"Libros, revistas y otras publicaciones impresas",Documentación en la web,,,,En grupos de amigos o compañeros de trabajo,Comunidades locales de desarrolladores,,Webapps móviles (en general),2015-04-04 20:04:53,2015-04-04 20:08:09,39af8e70e1
a7b1453f0bb2bbabc084b3ab2eb92900,Lima,Graduado de universidad,31 - 40 años,Masculino,Trabajo como independiente,0,Menos de 1500 nuevos soles,Linux,,No conozco,1 a 3 años,No conozco,Menos de 1 año,No conozco,Más de 6 años,,,,,,,,,,Ruby on Rails,Sinatra (Ruby),4 a 6 años,4 a 6 años,1 a 3 años,Más de 6 años,Más de 6 años,,,,,,,,,jQuery,jQuery UI,,,,,,,Documentación en la web,,,,,,,Webapps móviles (en general),2015-04-04 21:37:11,2015-04-04 21:41:44,0a8e29143b
8b80e0063234cf6c3983b46bf14603f7,Lima,Estudiante en universidad,31 - 40 años,Masculino,Trabajo como dependiente e independiente,1,De 3501 a 4500,Windows,,Menos de 1 año,1 a 3 años,No conozco,Más de 6 años,No conozco,No conozco,,Laravel (PHP),Symfony2 (PHP),Zend Framework (PHP),,,,,,,,1 a 3 años,4 a 6 años,Más de 6 años,Más de 6 años,Más de 6 años,,,,,,,dojo,,jQuery,jQuery UI,,,,,,"Libros, revistas y otras publicaciones impresas",Documentación en la web,,,,,,,Android,2015-04-05 00:06:09,2015-04-05 00:11:31,8ad9459d26
f67146f93f0333ab8a487589984d504b,Lima,Graduado de instituto,24 - 30 años,Masculino,Trabajo como dependiente e independiente,1,De 1501 a 2500,Windows,,No conozco,No conozco,Menos de 1 año,Menos de 1 año,No conozco,No conozco,,,,,,,,,,,,Menos de 1 año,1 a 3 años,Menos de 1 año,1 a 3 años,Menos de 1 año,,,,,,,,,jQuery,jQuery UI,,,,,,,Documentación en la web,,,"Cursos en línea, en plataformas de pago",,,,Webapps móviles (en general),2015-04-05 03:53:39,2015-04-05 03:57:57,70c119baac
406ee98ee88462cbd744b9d1f21dad39,Lima,Graduado de universidad,31 - 40 años,Masculino,Trabajo como dependiente e independiente,0,De 4501 a 5500,Mac,,No conozco,1 a 3 años,1 a 3 años,Más de 6 años,No conozco,No conozco,,,Symfony2 (PHP),,,Django (Python),Flask (Python),,,,,No conozco,Más de 6 años,Más de 6 años,Más de 6 años,Más de 6 años,AngularJS,,,,,,,,jQuery,,,,,,,"Libros, revistas y otras publicaciones impresas",Documentación en la web,,,,En grupos de amigos o compañeros de trabajo,,,iOS,2015-04-05 18:18:22,2015-04-05 18:24:45,dd7edcdd3e
63c80c5ff9d80b8e663ec8989832073e,Lima,Estudiante en universidad,17 - 23 años,Masculino,Trabajo como dependiente e independiente,1,Menos de 1500 nuevos soles,Windows,,Menos de 1 año,Menos de 1 año,Menos de 1 año,1 a 3 años,Menos de 1 año,No conozco,,,,Zend Framework (PHP),,,,,,,,1 a 3 años,1 a 3 años,Menos de 1 año,1 a 3 años,1 a 3 años,AngularJS,backbone.js,,,,,,,,,,,,,Cursos de educación continua (fuera de los planes de estudio superiores),,,,,,,,,,2015-04-05 18:19:44,2015-04-05 18:26:29,d947a6f5db
e6e1d5f33b5f944a4027c5acb3c4b078,Lima,Estudiante en universidad,31 - 40 años,Masculino,Trabajo como dependiente,0,De 5501 a más,Mac,,No conozco,No conozco,Menos de 1 año,No conozco,Menos de 1 año,No conozco,,,,,,Django (Python),Flask (Python),webpy (Python),,,,1 a 3 años,Más de 6 años,No conozco,Más de 6 años,1 a 3 años,,,,,,,,,jQuery,,,,,,Cursos de educación continua (fuera de los planes de estudio superiores),"Libros, revistas y otras publicaciones impresas",Documentación en la web,,,,,,,Webapps móviles (en general),2015-04-05 22:37:38,2015-04-05 22:41:12,c37d06a6fb
e6904ae5946a7b090496d9f223d557c4,Lima,Estudiante en instituto,17 - 23 años,Masculino,Trabajo como dependiente,0,De 1501 a 2500,Windows,,Menos de 1 año,1 a 3 años,No conozco,Menos de 1 año,Menos de 1 año,No conozco,Play Framework (Java),,,,,,,,,,,Menos de 1 año,Menos de 1 año,1 a 3 años,1 a 3 años,1 a 3 años,,backbone.js,,,,,,,jQuery,jQuery UI,,,,En la universidad o instituto,,"Libros, revistas y otras publicaciones impresas",Documentación en la web,Seminarios web,,,,,,Android,2015-04-06 00:45:20,2015-04-06 00:49:29,35d7497318
e7c25a7a1c789ce0d28f454bf45b8c38,Lima,Graduado de instituto,31 - 40 años,Femenino,Trabajo como dependiente,1,De 1501 a 2500,Windows,,Menos de 1 año,No conozco,No conozco,Menos de 1 año,No conozco,No conozco,,,,,,,,,,,,No conozco,4 a 6 años,1 a 3 años,4 a 6 años,1 a 3 años,,,,,,,,,jQuery,jQuery UI,,,,,,,Documentación en la web,,,"Cursos en línea, en plataformas de pago",,Comunidades locales de desarrolladores,,Webapps móviles (en general),2015-04-06 01:21:22,2015-04-06 01:25:50,498497ced0
8a628285dc7356f35aec749b8eef4e84,Lima,Graduado de universidad,24 - 30 años,Femenino,Trabajo como dependiente,1,De 2501 a 3500,Mac,,1 a 3 años,Menos de 1 año,Menos de 1 año,1 a 3 años,Menos de 1 año,Menos de 1 año,,,,Zend Framework (PHP),,,,,,Ruby on Rails,,1 a 3 años,Más de 6 años,Más de 6 años,Más de 6 años,4 a 6 años,AngularJS,,,,,,dojo,,jQuery,jQuery UI,,,,,,,Documentación en la web,,,"Cursos en línea, en plataformas de pago",,Comunidades locales de desarrolladores,,Webapps móviles (en general),2015-04-06 03:38:49,2015-04-06 03:41:22,cc12bd0657
c8c9cc2ab403b0ea77e1e01df998b948,Lima,Estudiante en instituto,17 - 23 años,Masculino,Trabajo como independiente,1,Menos de 1500 nuevos soles,Mac,,Menos de 1 año,Menos de 1 año,Menos de 1 año,Menos de 1 año,Menos de 1 año,Menos de 1 año,,Laravel (PHP),,,,,,,,,,Menos de 1 año,1 a 3 años,No conozco,1 a 3 años,1 a 3 años,AngularJS,,,,,,,,,,,,,,,,Documentación en la web,,,,,,,Android,2015-04-06 14:33:19,2015-04-06 14:35:57,bb9a0a3f2c
